RVIS,ensemblId:ID,TSS:int,strand,HGNCSymbol,entrezId,pLi
58.82697947,ENSG00000125787,3024268,1,GNRH2,2797,0.000228749333342023
45.92375367,ENSG00000125901,3026591,1,MRPS26,64949,0.187857587540762
50.33235582,ENSG00000101405,3052266,1,OXT,5020,0.62795746033166
NA,ENSG00000101200,3065370,-1,AVP,551,0.183145102453943
NA,ENSG00000263905,3074861,1,RN7SL555P,NA,NA
NA,ENSG00000235958,3087559,1,UBOX5-AS1,100134015,NA
36.13880743,ENSG00000185019,3140842,-1,UBOX5,22888,0.00178682505370842
59.70674487,ENSG00000215251,3140543,-1,FASTKD5,60493,3.4250816581256e-06
74.91691105,ENSG00000198171,3185331,-1,DDRGK1,65992,0.000149759368683589
53.79276637,ENSG00000125877,3189514,1,ITPA,3704,8.97319725886936e-05
71.40762463,ENSG00000088836,3219836,-1,SLC4A11,83959,1.36725840636298e-08
11.74975562,ENSG00000088854,3388272,-1,C20orf194,25943,0.00600469217397855
NA,ENSG00000266792,3261065,1,RN7SL839P,NA,NA
NA,ENSG00000201294,3340683,1,RNU6-1019P,NA,NA
NA,ENSG00000226632,3342971,-1,UBE2V1P1,NA,NA
7.546432063,ENSG00000088812,3451687,1,ATRN,8455,0.999999975840269
NA,ENSG00000230568,3471652,-1,SF3A3P1,NA,NA
NA,ENSG00000125861,3644046,-1,GFRA4,64096,0.00834571960566959
89.80449658,ENSG00000149451,3662893,-1,ADAM33,80332,1.31263464951389e-11
54.86803519,ENSG00000088827,3687775,-1,SIGLEC1,6614,1.62408118412598e-28
70.85043988,ENSG00000132622,3713314,1,HSPA12B,116835,0.0105082037359554
52.971652,ENSG00000101220,3749034,-1,C20orf27,54976,0.0270989162488399
47.03812317,ENSG00000101222,3762095,-1,SPEF1,25876,0.000189254509549096
28.36754643,ENSG00000125817,3767337,-1,CENPB,1059,0.973451328276556
56.12903226,ENSG00000101224,3767578,1,CDC25B,994,0.590733232372986
60.22482893,ENSG00000125843,3801178,1,AP5S1,55317,0.000277046194039352
86.51026393,ENSG00000088888,3827487,1,MAVS,57506,1.76704995629944e-07
25.15151515,ENSG00000125779,3869486,1,PANK2,80025,0.0107918334564396
NA,ENSG00000199024,3898141,1,MIR103A2,100302282,NA
48.64125122,ENSG00000101236,3996229,-1,RNF24,11237,0.898356865489774
NA,ENSG00000226608,4004552,1,FTLP3,NA,NA
NA,ENSG00000215063,4040760,-1,RPL21P2,NA,NA
17.08699902,ENSG00000088826,4101627,1,SMOX,54498,0.837563765963898
41.7888563,ENSG00000171873,4229721,-1,ADRA1D,146,NA
NA,ENSG00000226948,4610865,-1,RPS4XP2,NA,NA
52.88367546,ENSG00000171867,4666882,1,PRNP,5621,0.0291390272600768
72.34604106,ENSG00000171864,4702556,1,PRND,23627,0.0677966552935181
NA,ENSG00000180259,4721314,-1,PRNT,NA,0.105498859424942
39.94134897,ENSG00000101265,4804291,-1,RASSF2,9770,0.000156231740850229
12.6686217,ENSG00000089057,4990939,-1,SLC23A2,9962,0.511221636863337
NA,ENSG00000266199,5006365,1,RN7SL514P,NA,NA
NA,ENSG00000212536,5079122,-1,RNA5SP474,NA,NA
51.02639296,ENSG00000089063,5093749,-1,TMEM230,29058,0.0138196085002164
34.77028348,ENSG00000132646,5107272,-1,PCNA,5111,0.937503505123045
19.24731183,ENSG00000101290,5107432,1,CDS2,8760,6.78080961217838e-05
NA,ENSG00000225022,5273477,-1,UBE2D3P1,NA,NA
56.06060606,ENSG00000101292,5297378,-1,PROKR2,128674,0.000669053120174497
NA,ENSG00000200313,5326806,-1,RNA5-8SP7,NA,NA
NA,ENSG00000226995,5451740,-1,LINC00658,100507629,NA
NA,ENSG00000205181,5485259,-1,LINC00654,149837,NA
NA,ENSG00000225831,5513524,1,RPS18P1,NA,NA
28.16226784,ENSG00000125772,5591672,-1,GPCPD1,56261,0.125571598748616
61.1827957,ENSG00000171984,5731039,1,C20orf196,149840,0.333004444219793
NA,ENSG00000202380,5870701,1,RNU1-55P,NA,NA
68.4457478,ENSG00000089199,5892076,1,CHGB,1114,3.81635895457789e-07
9.648093842,ENSG00000089195,5931182,-1,TRMT6,51605,0.000492531588783058
89.28641251,ENSG00000125885,5931298,1,MCM8,84515,1.92893351081766e-10
NA,ENSG00000263755,5982379,1,RN7SL498P,NA,NA
58.55327468,ENSG00000088766,5986736,1,CRLS1,54675,0.0335080599829462
71.16324536,ENSG00000125872,6034695,-1,LRRN4,164312,1.45171418519099e-08
28.02541544,ENSG00000101311,6104191,-1,FERMT1,55612,7.56849863577804e-07
NA,ENSG00000233402,6182838,-1,TARDBPP1,NA,NA
NA,ENSG00000229876,6427370,1,CASC20,101929244,NA
31.8572825,ENSG00000125845,6748311,1,BMP2,650,0.938086415869115
NA,ENSG00000240584,7614498,-1,RN7SL547P,NA,NA
50.71358749,ENSG00000101323,7921121,-1,HAO1,54363,0.000672388585939552
57.72238514,ENSG00000125827,8000476,-1,TMX4,56255,0.0106621809140241
NA,ENSG00000226262,8080421,-1,PHKBP1,NA,NA
8.064516129,ENSG00000182621,8112824,1,PLCB1,23236,0.979044816094075
NA,ENSG00000225479,8229351,1,PLCB1-IT1,NA,NA
NA,ENSG00000201348,8811833,1,RNU105B,26767,NA
19.29618768,ENSG00000101333,9049410,1,PLCB4,5332,0.272263498048569
33.64613881,ENSG00000125869,9495005,1,LAMP5,24141,3.83650327709959e-08
NA,ENSG00000101349,9819689,-1,PAK7,57144,0.998363566588201
69.43304008,ENSG00000132623,9966774,1,ANKEF1,63926,2.75187176643953e-09
NA,ENSG00000227906,10349424,-1,SNAP25-AS1,100131208,NA
39.06158358,ENSG00000132639,10199478,1,SNAP25,6616,0.959806530251926
NA,ENSG00000237005,10315067,1,HIGD1AP15,NA,NA
NA,ENSG00000214835,10330276,-1,RPL23AP6,NA,NA
NA,ENSG00000230750,10366427,1,SDAD1P2,NA,NA
35.57184751,ENSG00000125863,10414870,-1,MKKS,8195,4.23711359687125e-09
65.75757576,ENSG00000149346,10415951,1,SLX4IP,128710,2.33883944799938e-05
18.34799609,ENSG00000101384,10654694,-1,JAG1,182,0.999999615868819
NA,ENSG00000217809,10869736,-1,FAT1P1,NA,NA
NA,ENSG00000125899,11008408,1,C20orf187,NA,NA
NA,ENSG00000235544,11326503,-1,RPS11P1,NA,NA
NA,ENSG00000237256,11601699,1,PGAM3P,NA,NA
NA,ENSG00000228422,11851363,-1,LINC00687,728450,NA
NA,ENSG00000222281,11799739,-1,RN7SKP111,NA,NA
36.55913978,ENSG00000132640,11871371,1,BTBD3,22903,0.0614215773226243
NA,ENSG00000235698,12360704,1,PA2G4P2,NA,NA
18.83675464,ENSG00000172296,12989627,1,SPTLC3,55304,0.00275524015888074
62.78592375,ENSG00000101230,13202418,1,ISM1,140862,0.0542221895137127
NA,ENSG00000226263,13220321,-1,ISM1-AS1,100505536,NA
37.97653959,ENSG00000089123,13619587,-1,TASP1,55617,0.956178727459365
NA,ENSG00000236811,13373324,1,GAPDHP2,NA,NA
23.07917889,ENSG00000089048,13765532,-1,ESF1,51575,0.0844452787570408
60.66471163,ENSG00000101247,13765596,1,NDUFAF5,79133,1.00133797830871e-05
77.73216031,ENSG00000101251,13977089,-1,SEL1L2,80343,2.6912869713909e-11
NA,ENSG00000212247,13954070,-1,RNU6-278P,NA,NA
69.42326491,ENSG00000172264,13976015,1,MACROD2,140733,0.0113567470210345
NA,ENSG00000230935,13984154,1,RPS3P1,NA,NA
NA,ENSG00000234187,14108046,1,AIMP1P1,NA,NA
NA,ENSG00000239923,14203687,1,RN7SL864P,NA,NA
18.39687195,ENSG00000125848,14318262,-1,FLRT3,23767,0.988394618338844
NA,ENSG00000199570,14332966,1,RNU6-228P,NA,NA
NA,ENSG00000227927,14535030,1,MACROD2-IT1,140848,NA
NA,ENSG00000213950,14738209,1,RPS10P2,NA,NA
NA,ENSG00000235914,14910161,-1,MACROD2-AS1,100379174,NA
NA,ENSG00000199803,15002305,-1,RNU6-1159P,NA,NA
NA,ENSG00000201180,15003498,1,RNU6-115P,NA,NA
NA,ENSG00000222500,15261519,-1,RNA5SP475,NA,NA
NA,ENSG00000224274,15600464,-1,ENSAP1,NA,NA
NA,ENSG00000225622,16205180,-1,PPIAP17,NA,NA
96.29521017,ENSG00000089177,16554078,-1,KIF16B,55614,4.35337119724975e-13
NA,ENSG00000226229,16567338,-1,RPLP0P1,NA,NA
35.02443793,ENSG00000125870,16710606,1,SNRPB2,6629,0.320265019109405
56.46138807,ENSG00000125879,16729003,1,OTOR,56914,0.0148213358106119
NA,ENSG00000251955,17168155,1,RNU6-27P,NA,NA
NA,ENSG00000238833,17189705,1,RNU1-131P,NA,NA
19.28641251,ENSG00000125851,17206752,1,PCSK2,5126,0.994186021657942
NA,ENSG00000232241,17460076,-1,DYNLT3P1,NA,NA
57.00879765,ENSG00000125864,17549865,-1,BFSP1,631,0.000105944351029142
NA,ENSG00000232333,17497488,1,RPS27AP2,NA,NA
35.32746823,ENSG00000125868,17550508,1,DSTN,11034,0.759201434624303
NA,ENSG00000202260,17557155,-1,RN7SKP69,NA,NA
87.2629521,ENSG00000125844,17662940,-1,RRBP1,6238,0.000136331977393793
54.71163245,ENSG00000125888,17674317,1,BANF2,140836,0.0481236094609711
NA,ENSG00000212555,17884406,1,RNU6-192P,NA,NA
27.13587488,ENSG00000089006,17949623,-1,SNX5,27131,0.449845570451869
53.64613881,ENSG00000125850,18039832,-1,OVOL2,58495,0.436097284181233
NA,ENSG00000212232,17943589,-1,SNORD17,692086,NA
72.971652,ENSG00000125871,17949556,1,MGME1,92667,0.0036143276897704
NA,ENSG00000218902,17992599,1,PTMAP3,NA,NA
NA,ENSG00000227343,18071359,-1,RPL15P1,NA,NA
NA,ENSG00000252597,18076276,-1,RNU7-137P,NA,NA
NA,ENSG00000232838,18118517,1,PET117,100303755,NA
NA,ENSG00000149474,18118762,1,CSRP2BP,100303755,1.34916992593767e-08
NA,ENSG00000266720,18239495,-1,RN7SL14P,NA,NA
NA,ENSG00000252635,18246523,-1,RNU2-56P,NA,NA
23.83186706,ENSG00000125846,18269121,1,ZNF133,7692,0.949610073341142
NA,ENSG00000199719,18276095,-1,RN7SKP74,NA,NA
NA,ENSG00000252403,18309650,1,RNY4P11,NA,NA
NA,ENSG00000237282,18359693,1,LINC00851,440757,NA
82.7370479,ENSG00000089091,18447925,-1,DZANK1,55184,4.59513480508911e-15
NA,ENSG00000236474,18402098,-1,GCNT1P1,NA,NA
NA,ENSG00000252422,18414486,1,RNA5SP476,NA,NA
45.6402737,ENSG00000132664,18447771,1,POLR3F,10621,0.00386617468438894
NA,ENSG00000265137,18451259,1,MIR3192,100422875,NA
NA,ENSG00000225419,18465909,1,RPL21P3,NA,NA
56.63734115,ENSG00000089050,18477887,-1,RBBP9,10741,0.10391013399072
NA,ENSG00000214612,18485277,1,RPS19P1,NA,NA
31.73998045,ENSG00000101310,18488137,1,SEC23B,10483,6.85928695809641e-14
NA,ENSG00000232388,18548064,1,LINC00493,388789,NA
53.44086022,ENSG00000125821,18568537,1,DTD1,92675,0.290212859228027
NA,ENSG00000243702,18572974,1,RN7SL638P,NA,NA
NA,ENSG00000221806,18591811,-1,RNU6ATAC34P,NA,NA
NA,ENSG00000232136,18624278,-1,DUXAP7,NA,NA
NA,ENSG00000233324,18764334,-1,EEF1A1P34,NA,NA
NA,ENSG00000179935,18774979,-1,LINC00652,29075,NA
NA,ENSG00000149443,18810797,-1,C20orf78,100128496,NA
56.46138807,ENSG00000132631,18794370,1,SCP2D1,140856,0.0315534483185386
71.77908113,ENSG00000185052,19193290,1,SLC24A3,57419,0.959518180659547
90.33235582,ENSG00000132669,19867165,1,RIN2,54453,0.0082955850905875
46.90127077,ENSG00000173418,19997760,1,NAA20,51126,0.0136063641752257
42.90322581,ENSG00000101343,20036690,-1,CRNKL1,51340,0.881981246509602
NA,ENSG00000089101,20033158,1,C20orf26,26074,6.86648939566699e-10
NA,ENSG00000229500,20234482,-1,RPL17P1,NA,NA
NA,ENSG00000264879,20297684,-1,RN7SL690P,NA,NA
NA,ENSG00000173404,20348765,1,INSM1,3642,NA
17.18475073,ENSG00000188559,20693131,-1,RALGAPA2,57186,8.48775696516084e-06
NA,ENSG00000213384,20640354,1,EIF4E2P1,NA,NA
NA,ENSG00000264361,20719374,-1,RN7SL607P,NA,NA
NA,ENSG00000225803,20835285,-1,MRPS11P1,NA,NA
NA,ENSG00000225127,21086999,-1,LINC00237,NA,NA
NA,ENSG00000235065,21095364,1,RPL24P2,NA,NA
NA,ENSG00000088970,21106624,1,PLK1S1,NA,NA
NA,ENSG00000199509,21119715,-1,RNA5SP477,NA,NA
NA,ENSG00000214535,21147236,-1,RPS15AP1,NA,NA
NA,ENSG00000226875,21246492,1,ZNF877P,NA,NA
10.32258065,ENSG00000088930,21283942,1,XRN2,22803,0.813170185835591
NA,ENSG00000125816,21378666,-1,NKX2-4,644524,0.278447692496314
NA,ENSG00000223128,21405679,-1,RN7SKP140,NA,NA
NA,ENSG00000227693,21482033,1,GSTM3P1,NA,NA
42.17986315,ENSG00000125820,21494664,-1,NKX2-2,4821,0.337334271714038
NA,ENSG00000258197,21492085,1,NKX2-2-AS1,NA,NA
56.81329423,ENSG00000125813,21686297,1,PAX1,5075,0.616084025991163
NA,ENSG00000233015,21723715,-1,SLC25A6P1,NA,NA
NA,ENSG00000227063,21735866,1,RPL41P1,NA,NA
NA,ENSG00000259974,22559280,-1,LINC00261,140828,NA
23.98826979,ENSG00000125798,22566093,-1,FOXA2,3170,NA
NA,ENSG00000215553,22714727,-1,KRT18P3,NA,NA
63.1085044,ENSG00000132671,23016057,1,SSTR4,6754,8.69093826267664e-05
55.72825024,ENSG00000178726,23030378,-1,THBD,7056,NA
95.7086999,ENSG00000125810,23066977,-1,CD93,22918,7.81902169131146e-10
NA,ENSG00000233746,23113258,-1,LINC00656,200261,NA
NA,ENSG00000201527,23141608,-1,RNA5SP478,NA,NA
46.56891496,ENSG00000132661,23331373,1,NXT1,29107,0.574740218091013
28.38709677,ENSG00000125812,23342787,1,GZF1,64412,0.00788572311664667
45.00488759,ENSG00000125814,23402125,-1,NAPB,63908,0.989108778039473
NA,ENSG00000201728,23361649,-1,RNA5SP479,NA,NA
88.61192571,ENSG00000125823,23420322,1,CSTL1,128817,0.000159597987763541
72.87390029,ENSG00000125831,23433494,-1,CST11,140880,0.00483331194609008
NA,ENSG00000226344,23456337,1,CST12P,100289308,NA
69.27663734,ENSG00000125815,23471738,1,CST8,10047,0.0856291456541582
NA,ENSG00000204663,23499783,1,CST13P,164380,NA
NA,ENSG00000204662,23531289,-1,CST9LP1,NA,NA
68.85630499,ENSG00000101435,23549386,-1,CST9L,128821,2.08251924122082e-10
70.69403715,ENSG00000173335,23586513,-1,CST9,128822,0.0951092949311725
NA,ENSG00000101439,23619110,-1,CST3,1471,0.0690352137873098
86.09970674,ENSG00000101441,23669677,-1,CST4,1472,7.30046884128097e-06
NA,ENSG00000232595,23692043,-1,CST2P1,NA,NA
85.7086999,ENSG00000170373,23731905,-1,CST1,1469,2.8669819797472e-08
94.62365591,ENSG00000170369,23807368,-1,CST2,1470,2.1850092249434e-06
84.12512219,ENSG00000170367,23860387,-1,CST5,1473,0.0216483919651051
NA,ENSG00000228476,23902806,-1,CSTP1,NA,NA
68.43597263,ENSG00000149435,23969416,-1,GGTLC1,92086,0.000145547384937393
NA,ENSG00000167390,23969929,1,POM121L3P,NA,NA
NA,ENSG00000200231,24217891,1,RNU1-23P,NA,NA
NA,ENSG00000234069,24426027,1,GAPDHP53,NA,NA
70.86999022,ENSG00000101463,24449835,1,SYNDIG1,79953,0.433641202646478
58.48484848,ENSG00000077984,24929866,1,CST7,8530,9.91887068524384e-07
81.51515152,ENSG00000101474,24973615,-1,APMAP,57136,2.35566376172495e-07
NA,ENSG00000207355,24954807,1,RNU6-1257P,NA,NA
26.56891496,ENSG00000154930,25039616,-1,ACSS1,84532,0.00139669613638913
NA,ENSG00000100987,25062996,-1,VSX1,30813,0.00659973339577821
86.0801564,ENSG00000197586,25176329,1,ENTPD6,955,4.98993289171908e-05
33.69501466,ENSG00000100994,25228705,1,PYGB,5834,4.76485243414978e-07
54.95601173,ENSG00000100997,25371619,-1,ABHD12,26090,1.98295570505197e-06
NA,ENSG00000227379,25349402,-1,PPIAP2,NA,NA
36.5200391,ENSG00000101003,25388363,1,GINS1,9837,0.0500369772330311
97.51710655,ENSG00000101004,25566153,-1,NINL,22981,3.96830789193205e-33
NA,ENSG00000251883,25591789,1,RNU6ATAC17P,NA,NA
21.45650049,ENSG00000170191,25604811,-1,NANP,140838,0.0265416473766969
NA,ENSG00000213742,25604681,1,ZNF337-AS1,NA,NA
NA,ENSG00000242236,25635517,-1,RN7SL594P,NA,NA
NA,ENSG00000236542,25651022,-1,MED28P7,NA,NA
41.34897361,ENSG00000130684,25677477,-1,ZNF337,26152,2.29239140713378e-09
NA,ENSG00000230772,25714900,1,VN1R108P,NA,NA
NA,ENSG00000175170,25848861,-1,FAM182B,101930018,NA
NA,ENSG00000228593,25900317,-1,CFTRP1,NA,NA
NA,ENSG00000125804,26035291,1,FAM182A,728882,NA
NA,ENSG00000240108,26094664,-1,NCOR1P1,101930665,NA
NA,ENSG00000227195,26232162,-1,MIR663A,724033,NA
NA,ENSG00000149531,29611857,1,FRG1B,100134091,0.000302147160400711
NA,ENSG00000238151,29638060,-1,MLLT10P1,100505874,NA
46.69599218,ENSG00000215547,29845467,1,DEFB115,245929,0.0337152856700566
NA,ENSG00000215546,29861973,1,DKKL1P1,NA,NA
60.29325513,ENSG00000215545,29896388,-1,DEFB116,245930,0.00162884060058742
NA,ENSG00000237929,29899765,-1,RPL31P3,NA,NA
NA,ENSG00000236121,29932274,-1,HAUS6P2,NA,NA
NA,ENSG00000252649,29944673,1,RNA5SP480,NA,NA
NA,ENSG00000212717,29948578,1,DEFB117,NA,NA
66.93059629,ENSG00000131068,29956421,1,DEFB118,117285,0.0891188757776611
81.7888563,ENSG00000180483,29978406,-1,DEFB119,245932,0.0586265124896855
48.46529814,ENSG00000204548,30000641,-1,DEFB121,245934,0.0315382968992368
NA,ENSG00000204547,30016983,-1,DEFB122,245935,NA
51.75953079,ENSG00000180424,30028322,1,DEFB123,245936,0.00636985353515393
63.48973607,ENSG00000180383,30064560,-1,DEFB124,245937,0.18733564893744
80.38123167,ENSG00000088320,30063096,1,REM1,28954,1.6783884226419e-05
NA,ENSG00000233354,30073581,1,LINC00028,140875,NA
27.36070381,ENSG00000101294,30102231,1,HM13,81502,0.882288325132847
NA,ENSG00000235313,30150969,1,HM13-IT1,NA,NA
NA,ENSG00000230613,30161066,-1,HM13-AS1,100874042,NA
NA,ENSG00000201770,30168892,1,RNU6-384P,NA,NA
62.75659824,ENSG00000125968,30193086,1,ID1,3397,0.00765557463426437
NA,ENSG00000264395,30194989,1,MIR3193,100422904,NA
73.38220919,ENSG00000131055,30225691,1,COX4I2,84701,0.00147571485756203
29.1202346,ENSG00000171552,30311792,-1,BCL2L1,598,0.823684827507086
12.51221896,ENSG00000088325,30327074,1,TPX2,22974,0.992124193249196
68.18181818,ENSG00000101306,30407111,1,MYLK2,85366,0.220320911579183
89.10068426,ENSG00000179772,30433420,-1,FOXS1,2307,0.0996331503834563
82.98142717,ENSG00000149599,30458550,-1,DUSP15,128853,0.000219668008201055
80.78201369,ENSG00000131044,30458505,1,TTLL9,164395,4.48655268982384e-10
NA,ENSG00000199497,30489057,1,RNU1-94P,NA,NA
55.23949169,ENSG00000088356,30539895,-1,PDRG1,81572,0.00108693899519325
42.98142717,ENSG00000260903,30555805,1,XKR7,343702,0.923951242528615
NA,ENSG00000252623,30596154,1,RNA5SP481,NA,NA
44.46725318,ENSG00000101331,30598245,1,CCM2L,140706,0.00053799849805507
NA,ENSG00000212571,30638391,1,RNA5SP482,NA,NA
61.28054741,ENSG00000101336,30639991,1,HCK,3055,NA
16.93059629,ENSG00000101337,30697309,1,TM9SF4,9777,0.999970772411386
NA,ENSG00000224452,30758593,-1,RSL24D1P6,NA,NA
NA,ENSG00000235217,30778330,-1,TSPY26P,128854,NA
19.08113392,ENSG00000126003,30795594,-1,PLAGL2,5326,0.86979563793487
29.9315738,ENSG00000101346,30795683,1,POFUT1,23509,0.987586067238811
NA,ENSG00000221667,30825598,1,MIR1825,100302183,NA
8.455522972,ENSG00000101350,30865467,1,KIF3B,9371,0.299149040547773
34.44770283,ENSG00000171456,30946155,1,ASXL1,171023,1.37370457058834e-18
NA,ENSG00000197183,31172876,-1,C20orf112,140688,0.973021413632523
NA,ENSG00000198547,31261743,-1,C20orf203,NA,NA
NA,ENSG00000175730,31278816,-1,BAK1P1,578,NA
43.92961877,ENSG00000149600,31331803,-1,COMMD7,149951,6.04653686013292e-06
40.21505376,ENSG00000088305,31350191,1,DNMT3B,1789,0.999774600266445
34.2913001,ENSG00000101367,31407699,1,MAPRE1,22919,0.968087388852693
NA,ENSG00000215529,31446729,1,EFCAB8,101928282,NA
61.45650049,ENSG00000167098,31592239,-1,SUN5,140732,6.52856833944276e-11
62.27761486,ENSG00000078898,31595406,1,BPIFB2,80341,7.68879584989142e-08
79.4916911,ENSG00000167104,31619454,1,BPIFB6,128859,1.20126828012269e-11
NA,ENSG00000214245,31635958,-1,HDHD1P3,NA,NA
89.08113392,ENSG00000186190,31643230,1,BPIFB3,359710,1.27011210022581e-05
61.22189638,ENSG00000186191,31667450,1,BPIFB4,149954,3.46594612665667e-17
64.85826002,ENSG00000131050,31749574,1,BPIFA2,140683,0.00266486348314627
NA,ENSG00000237662,31775197,1,SOCS2P1,NA,NA
NA,ENSG00000183566,31781391,1,BPIFA4P,317716,NA
81.84750733,ENSG00000131059,31805116,1,BPIFA3,128861,0.000409260412041777
36.16813294,ENSG00000198183,31823801,1,BPIFA1,51297,3.60154382988658e-05
NA,ENSG00000233106,31860463,-1,RPL12P3,NA,NA
89.87292278,ENSG00000125999,31861286,1,BPIFB1,92747,5.76895247746317e-07
NA,ENSG00000233146,31904675,1,BPIFB5P,NA,NA
NA,ENSG00000125997,31935526,1,BPIFB9P,NA,NA
60.64516129,ENSG00000101391,31989367,-1,CDK5RAP1,51654,1.07824217963136e-14
57.32160313,ENSG00000101400,32031698,-1,SNTA1,6640,0.428235398198808
NA,ENSG00000264923,32046854,-1,RN7SL511P,NA,NA
17.85923754,ENSG00000078699,32077881,1,CBFA2T2,9139,0.999355101452129
64.68230694,ENSG00000125967,32262269,-1,NECAB3,63941,0.797631144685702
NA,ENSG00000149609,32250090,1,C20orf144,128864,0.00309357257059548
65.71847507,ENSG00000182584,32254304,1,ACTL10,170487,0.0010526008602134
66.32453568,ENSG00000101412,32274210,-1,E2F1,1869,0.95553054498313
67.34115347,ENSG00000101417,32308125,-1,PXMP4,11264,0.604956427154611
89.04203324,ENSG00000131061,32319463,1,ZNF341,84905,0.124189156815528
NA,ENSG00000230837,32340349,-1,RPL31P2,NA,NA
31.01661779,ENSG00000101421,32399110,1,CHMP4B,128866,0.881585919417872
NA,ENSG00000214200,32501142,-1,TPM3P2,NA,NA
NA,ENSG00000228958,32552968,1,PIGPP3,NA,NA
65.28836755,ENSG00000125970,32581452,1,RALY,22913,0.554573839722822
NA,ENSG00000264616,32636925,1,MIR4755,100616434,NA
46.61779081,ENSG00000125977,32700138,-1,EIF2S2,8894,0.863603165264989
NA,ENSG00000225246,32710276,1,RPS2P1,NA,NA
55.23949169,ENSG00000101440,32782375,1,ASIP,434,0.0696266962093715
NA,ENSG00000214185,32803698,-1,XPOTP1,NA,NA
36.36363636,ENSG00000101444,32899608,-1,AHCY,191,0.94406980715951
16.54936461,ENSG00000078747,32951041,1,ITCH,83737,0.999990177147491
NA,ENSG00000234933,32990502,-1,CDC42P1,NA,NA
NA,ENSG00000236388,33029830,-1,ITCH-AS1,NA,NA
NA,ENSG00000231795,33038735,1,ITCH-IT1,NA,NA
NA,ENSG00000207997,33054130,1,MIR644A,693229,NA
NA,ENSG00000181741,33064279,-1,FDX1P1,NA,NA
44.43792766,ENSG00000125971,33104214,1,DYNLRB1,83658,0.842802760335196
43.59726295,ENSG00000101460,33134658,1,MAP1LC3A,84557,0.739731534985187
29.70674487,ENSG00000101464,33264910,-1,PIGU,128869,0.813069113456619
5.347018573,ENSG00000198646,33413452,-1,NCOA6,23054,0.990815417122809
51.44672532,ENSG00000078804,33292094,1,TP53INP2,58476,0.341454389532318
NA,ENSG00000225336,33422265,-1,HMGB3P1,NA,NA
29.76539589,ENSG00000131067,33460663,-1,GGT7,2686,0.998200259468736
29.21798631,ENSG00000131069,33459949,1,ACSS2,55902,8.97239307211796e-11
55.31769306,ENSG00000100983,33543620,-1,GSS,2937,0.0225186832470012
56.67644184,ENSG00000078814,33563206,1,MYH7B,57644,1.33080887914663e-23
NA,ENSG00000207635,33578179,1,MIR499A,100616134,NA
11.73998045,ENSG00000100991,33680674,-1,TRPC4AP,26133,0.999538656142253
NA,ENSG00000202150,33618223,-1,RNU6-407P,NA,NA
63.39198436,ENSG00000088298,33865928,-1,EDEM2,55741,0.000137533138342907
56.44183773,ENSG00000101000,33759876,1,PROCR,10544,0.0101308888898987
NA,ENSG00000200301,33783109,1,RNA5SP483,NA,NA
NA,ENSG00000126005,33865934,-1,MMP24-AS1,NA,NA
NA,ENSG00000229230,33805812,1,MT1P3,NA,NA
43.69501466,ENSG00000125966,33814457,1,MMP24,10893,0.0287623289506785
63.12805474,ENSG00000242372,33872788,-1,EIF6,3692,0.781942924365479
NA,ENSG00000235214,33873054,1,FAM83C-AS1,140846,NA
94.94623656,ENSG00000125998,33880204,-1,FAM83C,128876,3.49242479222024e-05
78.8172043,ENSG00000101019,33999944,-1,UQCC1,55245,0.00485442531990324
NA,ENSG00000204183,34020827,1,GDF5OS,NA,0.0423623916485043
38.84652981,ENSG00000125965,34042568,-1,GDF5,8200,0.923194898928876
NA,ENSG00000221763,34041919,-1,MIR1289-1,100302125,NA
26.05083089,ENSG00000126001,34042985,1,CEP250,11190,8.25125524749097e-17
NA,ENSG00000125975,34117481,-1,C20orf173,140873,NA
12.68817204,ENSG00000125991,34129770,1,ERGIC3,51614,0.0038590767192969
NA,ENSG00000224497,34132492,-1,RPL36P4,NA,NA
NA,ENSG00000088340,34195484,-1,FER1L4,NA,NA
NA,ENSG00000227401,34176246,1,RPL37P1,NA,NA
52.53176931,ENSG00000061656,34203814,1,SPAG4,6676,0.110567923366472
96.6568915,ENSG00000214078,34252878,-1,CPNE1,8904,3.87095095726686e-07
NA,ENSG00000222460,34231065,1,RN7SKP271,NA,NA
NA,ENSG00000252549,34235352,-1,RNU6-759P,NA,NA
5.913978495,ENSG00000244462,34252878,-1,RBM12,10137,0.474673920574839
39.99022483,ENSG00000244005,34287281,-1,NFS1,9054,0.832120909457389
57.75171065,ENSG00000125995,34287194,1,ROMO1,140823,0.726806954057013
20.70381232,ENSG00000131051,34330234,-1,RBM39,9584,0.9999969154952
NA,ENSG00000225357,34340736,1,RPF2P1,NA,NA
NA,ENSG00000222152,34357789,-1,RNU6-1166P,NA,NA
17.55620723,ENSG00000025293,34359896,1,PHF20,51230,0.975739227580779
NA,ENSG00000234274,34438837,-1,COX7BP2,NA,NA
NA,ENSG00000219608,34466398,1,HIGD1AP16,NA,NA
NA,ENSG00000201221,34475581,1,RNU4-40P,NA,NA
NA,ENSG00000207053,34516597,-1,RNU6-937P,NA,NA
NA,ENSG00000171222,34547394,-1,SCAND1,51282,0.158311342081053
93.08895406,ENSG00000149646,34556512,1,CNBD2,140894,2.29296795546672e-07
NA,ENSG00000260032,34638882,-1,LINC00657,647979,NA
NA,ENSG00000231470,34664523,-1,HMGB3P2,NA,NA
