chromosome	start	end	celltypes
chr2	96680000	96720000	H1, MES
chr2	9680000	9720000	H1
chr2	97520000	97560000	SB
chr2	97760000	97800000	AD
chr2	97800000	97840000	BL, NPC, RV
chr2	97840000	97880000	AO, GM12878, H1, LI, LV, MES, MSC, TRO
chr2	97880000	97920000	HC, IMR90, OV, PA, PO
chr2	97920000	97960000	LG, SX
chr2	98000000	98040000	CO
chr2	98080000	98120000	SB
chr2	98160000	98200000	NPC
chr2	98880000	98920000	SB
chr2	99000000	99040000	SX
chr2	99040000	99080000	LG, LI, OV, PA
chr2	99080000	99120000	PO, RV, TRO
chr2	99160000	99200000	CO, H1, NPC
chr2	9920000	9960000	SX
chr2	99200000	99240000	AO, IMR90, MES
chr2	99760000	99800000	LI, RV
chr2	99800000	99840000	IMR90, MSC, NPC, TRO
chr2	99840000	99880000	AO, CO, H1, HC, LV, MES
chr2	99880000	99920000	AD, BL, LG
chr2	99920000	99960000	OV
chr20	10000000	10040000	AO
chr20	10240000	10280000	PO
chr20	10280000	10320000	SB
chr20	10360000	10400000	H1
chr20	11520000	11560000	AD, CO, HC, LI, LV, OV, PA, RV
chr20	11560000	11600000	AO, BL, IMR90, LG, MSC, PO, SB, SX, TRO
chr20	11600000	11640000	GM12878, H1, MES
chr20	11640000	11680000	NPC
chr20	12800000	12840000	AO
chr20	12840000	12880000	SB
chr20	12880000	12920000	GM12878, LI
chr20	12920000	12960000	AD, TRO
chr20	12960000	13000000	BL, CO, IMR90, MES, MSC, NPC, PA, SX
chr20	13040000	13080000	HC
chr20	13120000	13160000	OV
chr20	13880000	13920000	IMR90
chr20	14000000	14040000	H1, MES, MSC
chr20	14040000	14080000	AD, GM12878, HC, LI, LV, NPC, RV, SB
chr20	14080000	14120000	AO, BL, CO, LG, PO, SX, TRO
chr20	14120000	14160000	PA
chr20	14160000	14200000	OV
chr20	15360000	15400000	H1
chr20	15400000	15440000	NPC, SX
chr20	15440000	15480000	AO
chr20	15640000	15680000	MES, PO
chr20	15680000	15720000	GM12878, LV
chr20	15720000	15760000	AD
chr20	15760000	15800000	LG
chr20	15920000	15960000	SB
chr20	16720000	16760000	IMR90, MES
chr20	16760000	16800000	BL, CO, H1, HC, NPC, OV, TRO
chr20	16800000	16840000	AD, GM12878, LG, LI, MSC
chr20	16840000	16880000	AO, LV, PA, PO, RV, SX
chr20	17360000	17400000	SX
chr20	17400000	17440000	AO, GM12878
chr20	17440000	17480000	BL, CO, HC, IMR90, LG, LI, LV, MSC, PA, PO, RV, SB
chr20	17480000	17520000	AD, OV, TRO
chr20	17520000	17560000	H1, NPC
chr20	17560000	17600000	MES
chr20	18200000	18240000	H1
chr20	18240000	18280000	AD, OV, RV
chr20	18280000	18320000	PA
chr20	18360000	18400000	AD, AO, CO, GM12878, IMR90, LG, LV, PO, RV, SX
chr20	18400000	18440000	BL, HC, MES, MSC, NPC, TRO
chr20	18440000	18480000	LI, SB
chr20	19600000	19640000	IMR90
chr20	19680000	19720000	CO, LG, LV, MSC, PO, RV
chr20	19720000	19760000	HC, PA, SB, SX
chr20	19760000	19800000	GM12878, NPC
chr20	19920000	19960000	NPC
chr20	19960000	20000000	H1, LI, MES, SB
chr20	20000000	20040000	CO, PA
chr20	20040000	20080000	AD, AO, BL, IMR90, LG, MSC, OV, RV
chr20	20080000	20120000	LV, TRO
chr20	20480000	20520000	MES
chr20	20560000	20600000	LV
chr20	20600000	20640000	CO, H1, TRO
chr20	20640000	20680000	NPC
chr20	20680000	20720000	HC, MSC, RV
chr20	20720000	20760000	IMR90
chr20	20800000	20840000	LG, PO
chr20	21560000	21600000	OV
chr20	21640000	21680000	AD, AO, BL, GM12878, H1, LI, MES, NPC, PA, PO, RV, SB, SX, TRO
chr20	21680000	21720000	CO, IMR90, LG, LV, MSC
chr20	21720000	21760000	HC
chr20	22160000	22200000	CO, MSC, PA, SX
chr20	22200000	22240000	HC, LG, LI, PO
chr20	22240000	22280000	AD, AO, BL, H1, IMR90, LV, MES, NPC, RV, TRO
chr20	22280000	22320000	GM12878
chr20	22560000	22600000	OV
chr20	22600000	22640000	GM12878
chr20	22640000	22680000	NPC
chr20	22680000	22720000	LI, MES
chr20	22760000	22800000	SB
chr20	23440000	23480000	H1, MES
chr20	23520000	23560000	NPC
chr20	23600000	23640000	MSC, TRO
chr20	23680000	23720000	CO, GM12878, HC, IMR90, LG, LI
chr20	23720000	23760000	AD, AO, BL, LV, OV, PA, PO, RV, SX
chr20	23760000	23800000	SB
chr20	24920000	24960000	GM12878
chr20	24960000	25000000	PO
chr20	25000000	25040000	OV
chr20	25040000	25080000	AO, IMR90, LI, MSC
chr20	2560000	2600000	OV
chr20	2600000	2640000	MSC
chr20	2680000	2720000	IMR90
chr20	29480000	29520000	AD, AO, CO, H1, HC, LG, LI, MES, MSC, OV, PA, PO, SB, SX, TRO
chr20	29520000	29560000	BL, GM12878, IMR90, LV, NPC, RV
chr20	3000000	3040000	MSC
chr20	30120000	30160000	NPC
chr20	3040000	3080000	OV
chr20	3080000	3120000	IMR90, PO
chr20	3120000	3160000	H1
chr20	31200000	31240000	BL
chr20	31240000	31280000	CO, HC
chr20	31320000	31360000	AD
chr20	31360000	31400000	LV, MES, NPC, OV, PA
chr20	31400000	31440000	AO, GM12878, H1, LG, LI, MSC, PO, RV, SB, SX, TRO
chr20	31440000	31480000	IMR90
chr20	3160000	3200000	GM12878, SX
chr20	31840000	31880000	TRO
chr20	31920000	31960000	AD, GM12878, H1, HC, MSC, NPC, PO, SB, SX
chr20	31960000	32000000	CO, LG, LI, LV, MES, PA, RV
chr20	32000000	32040000	AO, BL, IMR90, OV
chr20	32720000	32760000	CO, LI
chr20	32760000	32800000	AO, BL, GM12878, H1, LG, LV, MES, NPC, RV
chr20	3280000	3320000	NPC
chr20	32800000	32840000	AD, HC, IMR90, MSC, PA, PO, SX, TRO
chr20	32840000	32880000	SB
chr20	33320000	33360000	AD, IMR90
chr20	33360000	33400000	MSC, PA, SB, SX, TRO
chr20	33400000	33440000	BL, CO, HC, LG, NPC
chr20	33440000	33480000	GM12878, H1, LI, OV
chr20	33480000	33520000	MES
chr20	34000000	34040000	GM12878, NPC, PA, SX
chr20	34040000	34080000	CO, HC, LG, LI, LV, MES, RV, TRO
chr20	34080000	34120000	H1, MSC, PO
chr20	34160000	34200000	AO
chr20	34200000	34240000	AD, BL, IMR90
chr20	3440000	3480000	LG
chr20	34480000	34520000	NPC
chr20	34520000	34560000	SB
chr20	34560000	34600000	H1, MSC
chr20	34600000	34640000	IMR90
chr20	34640000	34680000	LV
chr20	34680000	34720000	BL, OV, SX
chr20	34720000	34760000	GM12878, LI, PO, RV
chr20	34760000	34800000	LG
chr20	35120000	35160000	GM12878, SX
chr20	35160000	35200000	LI, MSC
chr20	3520000	3560000	AO
chr20	35200000	35240000	IMR90, SB
chr20	3560000	3600000	SX
chr20	35600000	35640000	NPC
chr20	35640000	35680000	AD, CO, H1
chr20	35680000	35720000	AO, BL, GM12878, HC, IMR90, LI, LV, MES, MSC, OV, PO, RV, SB, TRO
chr20	35720000	35760000	LG, SX
chr20	35760000	35800000	PA
chr20	3600000	3640000	TRO
chr20	36200000	36240000	SB
chr20	3640000	3680000	BL, HC
chr20	3680000	3720000	AD, GM12878, OV
chr20	37080000	37120000	H1
chr20	37160000	37200000	GM12878, NPC
chr20	3720000	3760000	LI, MES, PO
chr20	37200000	37240000	AD, AO, IMR90, MES, MSC, OV, PA, SX
chr20	37240000	37280000	CO, HC, LI, LV, PO, RV, SB
chr20	37280000	37320000	BL
chr20	3760000	3800000	H1
chr20	37600000	37640000	H1, LG, LV, MES, PO, RV, TRO
chr20	37640000	37680000	AO, LI, NPC, PA
chr20	37680000	37720000	CO, HC
chr20	37720000	37760000	SX
chr20	37760000	37800000	GM12878
chr20	3800000	3840000	MSC
chr20	3880000	3920000	PA, PO
chr20	3920000	3960000	RV
chr20	39360000	39400000	GM12878
chr20	39560000	39600000	SB
chr20	3960000	4000000	SB
chr20	39600000	39640000	HC, IMR90, LI, LV, OV, SX
chr20	39640000	39680000	BL, CO, PA, PO, RV
chr20	39680000	39720000	LG
chr20	39720000	39760000	MSC
chr20	39760000	39800000	TRO
chr20	40160000	40200000	NPC
chr20	40200000	40240000	MES
chr20	40240000	40280000	H1
chr20	40280000	40320000	CO
chr20	40320000	40360000	BL, HC, MSC, TRO
chr20	40360000	40400000	AD, AO, IMR90, LG, LI, LV, PA, RV
chr20	4040000	4080000	LG, LV, SX
chr20	40400000	40440000	OV, PO, SB, SX
chr20	40440000	40480000	GM12878
chr20	42000000	42040000	GM12878, SX
chr20	42040000	42080000	MSC, SB
chr20	42080000	42120000	AO, HC, IMR90, LG, LI, LV, PA, PO, RV
chr20	42120000	42160000	AD, BL, CO, NPC, TRO
chr20	42160000	42200000	H1, MES, OV
chr20	42560000	42600000	PO
chr20	42680000	42720000	LV, RV
chr20	42720000	42760000	OV, PA
chr20	42760000	42800000	CO, HC, LG, LI, SX, TRO
chr20	42800000	42840000	AO, BL, MES
chr20	42840000	42880000	AD, H1, IMR90, MSC
chr20	42880000	42920000	GM12878, NPC
chr20	43280000	43320000	H1, OV
chr20	43440000	43480000	IMR90
chr20	43480000	43520000	MES, MSC
chr20	43520000	43560000	AO, H1, LI, NPC, OV, PO
chr20	43560000	43600000	LG, LV, PA, RV
chr20	43600000	43640000	SB, SX
chr20	44560000	44600000	GM12878, NPC
chr20	44600000	44640000	AD, LV, OV, PO, TRO
chr20	44640000	44680000	CO, H1, HC, IMR90, LG, LI, MES, MSC, RV
chr20	44680000	44720000	PA
chr20	44720000	44760000	BL
chr20	45040000	45080000	H1
chr20	45080000	45120000	MES, NPC
chr20	45120000	45160000	CO, HC, LV, RV, TRO
chr20	45160000	45200000	BL, GM12878
chr20	45200000	45240000	AO, IMR90, LG
chr20	45240000	45280000	AD
chr20	45280000	45320000	LI, PO
chr20	45320000	45360000	MSC, PA
chr20	45360000	45400000	SB, SX
chr20	4560000	4600000	GM12878, HC, PA, SX
chr20	45720000	45760000	GM12878, MSC
chr20	45760000	45800000	H1, MES
chr20	45800000	45840000	NPC, OV, TRO
chr20	4600000	4640000	AD, LI, RV
chr20	46240000	46280000	AD, BL, CO, H1, HC, LV, MES, MSC, NPC, PA
chr20	46280000	46320000	AO, LG, RV, SX, TRO
chr20	46320000	46360000	GM12878, IMR90, LI, PO, SB
chr20	4640000	4680000	CO, H1, LG, LV
chr20	4680000	4720000	MES, NPC, TRO
chr20	4720000	4760000	BL, MSC
chr20	47560000	47600000	LI, PO, SB
chr20	47600000	47640000	AD, IMR90, MSC, PA
chr20	47640000	47680000	AO, BL, OV, RV
chr20	47680000	47720000	HC, LG, LV
chr20	47720000	47760000	SX, TRO
chr20	47800000	47840000	CO, GM12878, NPC
chr20	47840000	47880000	MES
chr20	47920000	47960000	H1
chr20	48600000	48640000	IMR90, MSC
chr20	48640000	48680000	H1, LG, MES, NPC, PA, SB, SX, TRO
chr20	48680000	48720000	BL, GM12878, OV
chr20	48720000	48760000	AD, CO, HC, LV, PO, RV
chr20	48760000	48800000	AO, LI
chr20	49360000	49400000	GM12878, MES
chr20	49400000	49440000	AO, H1, HC, LI, NPC, SX
chr20	49440000	49480000	CO, IMR90, MSC, RV, SB, TRO
chr20	49480000	49520000	AD, BL, LV, PA, PO
chr20	49520000	49560000	LG, OV
chr20	50280000	50320000	MSC
chr20	50320000	50360000	OV, PO
chr20	50360000	50400000	BL, LG
chr20	50680000	50720000	GM12878
chr20	50720000	50760000	AD, BL, SB
chr20	50760000	50800000	AO, H1, HC, LG, LI, LV, MES, MSC, NPC, OV, PA, PO, RV, SX, TRO
chr20	50800000	50840000	CO, IMR90
chr20	5200000	5240000	BL, H1, IMR90, MES, NPC
chr20	52080000	52120000	AO, SX
chr20	52120000	52160000	CO, H1, HC, IMR90, LI, MES, SB, TRO
chr20	52160000	52200000	BL, LG
chr20	52200000	52240000	LV, NPC, PA, PO, RV
chr20	5240000	5280000	AO, CO, PA, TRO
chr20	52720000	52760000	AD, OV
chr20	52760000	52800000	H1, TRO
chr20	5280000	5320000	GM12878, OV
chr20	52800000	52840000	BL, LV, MES, MSC, NPC, RV
chr20	52840000	52880000	IMR90, PO
chr20	52880000	52920000	CO, HC, LG, LI
chr20	52960000	53000000	SB
chr20	53240000	53280000	H1, LI, MES, NPC, TRO
chr20	53280000	53320000	AD, CO, GM12878, HC, IMR90, LG, LV, PO, RV, SX
chr20	53320000	53360000	AO, PA
chr20	5360000	5400000	H1, HC, LG, LI, MSC, PO, RV
chr20	5400000	5440000	AD, LV, SB, SX
chr20	54840000	54880000	SX
chr20	54880000	54920000	HC, LG
chr20	54920000	54960000	CO, GM12878, IMR90, MSC, SB
chr20	54960000	55000000	LV, NPC, PA, TRO
chr20	55000000	55040000	H1, MES
chr20	55040000	55080000	LI, RV
chr20	55080000	55120000	AD, BL, PO
chr20	55120000	55160000	AO
chr20	55200000	55240000	OV
chr20	55480000	55520000	AD, SB
chr20	55520000	55560000	CO, LI
chr20	55560000	55600000	HC, LG, LV, RV
chr20	55600000	55640000	BL, PO
chr20	55640000	55680000	NPC, TRO
chr20	55680000	55720000	H1, MES
chr20	55760000	55800000	PA
chr20	55800000	55840000	AO
chr20	55880000	55920000	OV
chr20	55920000	55960000	HC
chr20	55960000	56000000	CO, H1, IMR90, MES, TRO
chr20	56000000	56040000	MSC
chr20	56040000	56080000	NPC
chr20	56720000	56760000	MSC
chr20	56760000	56800000	AD, CO, GM12878, HC, IMR90, LI, PO
chr20	56800000	56840000	AO, BL, H1, LV, NPC, PA, RV, SB, SX, TRO
chr20	56840000	56880000	LG, MES, OV
chr20	57240000	57280000	CO
chr20	57280000	57320000	HC
chr20	57320000	57360000	AD, LG, OV, PO
chr20	57360000	57400000	LI, LV
chr20	57400000	57440000	AO, MES
chr20	57480000	57520000	H1
chr20	58120000	58160000	H1
chr20	58160000	58200000	AO, CO, IMR90, MES, MSC
chr20	58200000	58240000	BL, LG, LV, OV, PA, PO, RV, TRO
chr20	58240000	58280000	LI, NPC, SB, SX
chr20	58320000	58360000	AD
chr20	58360000	58400000	OV
chr20	58480000	58520000	CO
chr20	58520000	58560000	GM12878, HC
chr20	5960000	6000000	AO
chr20	6000000	6040000	MES
chr20	6040000	6080000	BL, H1, HC, IMR90, LV, MSC, NPC, OV, RV
chr20	60520000	60560000	PO, SB
chr20	60560000	60600000	OV
chr20	60600000	60640000	TRO
chr20	60640000	60680000	HC
chr20	60720000	60760000	NPC
chr20	6080000	6120000	AD, CO, LG, LI, PA, PO, SB, TRO
chr20	60840000	60880000	MES, NPC
chr20	60880000	60920000	H1
chr20	61080000	61120000	HC
chr20	6120000	6160000	GM12878, SX
chr20	7360000	7400000	H1, TRO
chr20	7400000	7440000	MES
chr20	7600000	7640000	SB
chr20	7840000	7880000	SX
chr20	7880000	7920000	AD, BL, GM12878, LG, OV, PA
chr20	7920000	7960000	CO, H1, HC, IMR90, LI, LV, MES, MSC, PO, RV, TRO
chr20	7960000	8000000	NPC
chr20	8040000	8080000	AO
chr20	8680000	8720000	AO
chr20	8720000	8760000	H1, IMR90, MES, NPC
chr20	8760000	8800000	CO, HC, LG, LV, MSC, OV, PO, RV, TRO
chr20	8800000	8840000	AD, BL, PA
chr20	8840000	8880000	GM12878, LI, SB
chr20	8880000	8920000	SX
chr20	9320000	9360000	LI
chr20	9360000	9400000	SX
chr20	9400000	9440000	AD, AO, CO, NPC, PA, SB
chr20	9440000	9480000	BL, H1, HC, TRO
chr20	9480000	9520000	IMR90, LG, LV, MES, MSC, PO
chr20	9520000	9560000	RV
chr20	9800000	9840000	OV
chr20	9840000	9880000	NPC
chr20	9880000	9920000	AD, CO, GM12878, HC, MES
chr20	9920000	9960000	H1, TRO
chr21	14400000	14440000	LV, RV
chr21	14440000	14480000	AD, BL, CO, H1, LG, LI, MES, MSC, PA, SB, SX, TRO
chr21	14480000	14520000	HC, NPC, OV
chr21	15480000	15520000	H1, LV
chr21	15520000	15560000	LI, MES, MSC, NPC, RV
chr21	15560000	15600000	GM12878, TRO
chr21	17000000	17040000	IMR90
chr21	17040000	17080000	AO
chr21	17120000	17160000	CO, HC, MSC, OV
chr21	17160000	17200000	BL, LI
chr21	17200000	17240000	MES, NPC
chr21	17240000	17280000	AD, H1, LV, PO, RV
chr21	17280000	17320000	TRO
chr21	17320000	17360000	GM12878, PA
chr21	17360000	17400000	LG
chr21	17400000	17440000	SB, SX
chr21	17720000	17760000	SX
chr21	18640000	18680000	SB
chr21	18680000	18720000	SX
chr21	18720000	18760000	AO, GM12878
chr21	18760000	18800000	LG, LV, OV, PA, PO
chr21	18800000	18840000	RV, TRO
chr21	18840000	18880000	MSC
chr21	18920000	18960000	AD
chr21	18960000	19000000	BL
chr21	19000000	19040000	LI
chr21	19040000	19080000	H1, MES
chr21	19080000	19120000	HC, NPC
chr21	19360000	19400000	NPC
chr21	19400000	19440000	IMR90
chr21	19480000	19520000	SB
chr21	19600000	19640000	H1
chr21	19640000	19680000	LI, MES
chr21	19680000	19720000	GM12878
chr21	19720000	19760000	AD, AO, CO, HC, LG, PO
chr21	19760000	19800000	PA, RV, TRO
chr21	19800000	19840000	LV, MSC, SX
chr21	20800000	20840000	LI, NPC, TRO
chr21	20840000	20880000	H1
chr21	20920000	20960000	MES, PO
chr21	21040000	21080000	BL
chr21	21600000	21640000	SB
chr21	22040000	22080000	AO
chr21	22160000	22200000	AD
chr21	22200000	22240000	IMR90, LV, OV, PO, RV
chr21	22240000	22280000	BL, SX
chr21	22280000	22320000	MSC, PA
chr21	22320000	22360000	GM12878, HC, LG, LI, MES
chr21	22360000	22400000	CO, H1, NPC, TRO
chr21	24200000	24240000	IMR90
chr21	24240000	24280000	GM12878, MSC, NPC, PA, PO
chr21	24280000	24320000	AD, CO, LV, RV, SX
chr21	24320000	24360000	LG, LI
chr21	24360000	24400000	H1
chr21	24400000	24440000	AO, OV, SB
chr21	24520000	24560000	SB
chr21	24720000	24760000	CO
chr21	24800000	24840000	HC
chr21	24840000	24880000	MSC
chr21	24880000	24920000	BL, PO
chr21	24920000	24960000	TRO
chr21	25000000	25040000	AD
chr21	25240000	25280000	NPC
chr21	25320000	25360000	H1, MES
chr21	25360000	25400000	GM12878
chr21	26760000	26800000	IMR90
chr21	26800000	26840000	MSC, PO, SB, SX
chr21	26840000	26880000	LG, LI, PA
chr21	26880000	26920000	AD, AO, CO, HC, LV, OV, RV, TRO
chr21	26920000	26960000	BL, H1, NPC
chr21	26960000	27000000	MES
chr21	27560000	27600000	AO
chr21	27600000	27640000	AD
chr21	27960000	28000000	SB
chr21	28080000	28120000	AO, LI
chr21	28120000	28160000	AD, BL, GM12878, H1, IMR90, LG, LV, MSC, OV, PA, PO, RV
chr21	28160000	28200000	CO, HC, MES, NPC, SX, TRO
chr21	29000000	29040000	NPC
chr21	29040000	29080000	LV, MES, RV
chr21	29080000	29120000	H1
chr21	30160000	30200000	GM12878
chr21	30200000	30240000	SX
chr21	30240000	30280000	SB
chr21	30280000	30320000	AD, LI
chr21	30320000	30360000	CO, H1, HC, LG, NPC, PA, PO
chr21	30360000	30400000	IMR90, MES, MSC, TRO
chr21	30400000	30440000	BL, LV, OV, RV
chr21	30760000	30800000	LG
chr21	30800000	30840000	AD, IMR90, LI, LV, MSC, RV
chr21	30840000	30880000	AO
chr21	30880000	30920000	PO, SB, SX
chr21	31200000	31240000	LV
chr21	31240000	31280000	LG, MSC, PO, SB
chr21	31280000	31320000	AD, CO, GM12878, HC, IMR90, LI
chr21	31320000	31360000	PA, SX, TRO
chr21	31720000	31760000	H1, MES, NPC
chr21	32360000	32400000	SX
chr21	32440000	32480000	MSC
chr21	32480000	32520000	HC, IMR90, PO
chr21	32520000	32560000	CO, GM12878, H1, LI, MES, NPC, PA, SB, TRO
chr21	33000000	33040000	AO, GM12878, IMR90, PO, SB
chr21	33040000	33080000	AD, BL, CO, H1, HC, LG, LI, LV, MES, OV, PA, RV, TRO
chr21	33080000	33120000	NPC, SX
chr21	33120000	33160000	MSC
chr21	33680000	33720000	AO, GM12878, H1, HC, LG, LI, RV
chr21	33720000	33760000	AD, BL, CO, IMR90, LV, MES, NPC, OV, PA, SX
chr21	33800000	33840000	SB
chr21	33960000	34000000	RV
chr21	34000000	34040000	AO, BL, H1, OV, PA, TRO
chr21	34040000	34080000	AD, MSC
chr21	34080000	34120000	IMR90, PO
chr21	34880000	34920000	IMR90, MSC
chr21	34920000	34960000	AD, AO, LI, OV, PO, SB, TRO
chr21	34960000	35000000	BL, CO, H1, LG, LV, MES, NPC, PA
chr21	35000000	35040000	HC, RV
chr21	35040000	35080000	GM12878
chr21	35080000	35120000	SX
chr21	35200000	35240000	HC
chr21	35720000	35760000	SB
chr21	35760000	35800000	CO, LI, MES, PO
chr21	35800000	35840000	AD, H1, LV, NPC, PA, RV
chr21	35840000	35880000	IMR90, MSC
chr21	35880000	35920000	AO, BL, GM12878, TRO
chr21	35960000	36000000	HC, OV, SX
chr21	36000000	36040000	LG
chr21	37520000	37560000	GM12878, HC
chr21	37560000	37600000	LI, MSC, NPC, OV, RV
chr21	37600000	37640000	AD, BL, CO, H1, IMR90, LG, PO
chr21	37640000	37680000	MES
chr21	37680000	37720000	AO, LV, TRO
chr21	37720000	37760000	PA
chr21	37760000	37800000	SX
chr21	37840000	37880000	SB
chr21	38320000	38360000	BL, H1, LI, MSC, OV, SX
chr21	38360000	38400000	AO, LG, LV, MES, NPC, PA, SB, TRO
chr21	38400000	38440000	CO, GM12878, PO, RV
chr21	38440000	38480000	AD
chr21	38480000	38520000	HC, IMR90
chr21	38920000	38960000	H1, IMR90, MSC, TRO
chr21	38960000	39000000	CO, HC, MES, NPC
chr21	39000000	39040000	AD, BL, LG, LI, LV, OV, PA, PO
chr21	39040000	39080000	GM12878, RV, SB, SX
chr21	39440000	39480000	LG
chr21	39480000	39520000	SX
chr21	39800000	39840000	H1, NPC, OV, SB
chr21	39840000	39880000	BL, LV, MES, PA, RV
chr21	39880000	39920000	AD, CO, IMR90, LG, LI, TRO
chr21	39920000	39960000	GM12878
chr21	39960000	40000000	PO
chr21	40000000	40040000	HC
chr21	40720000	40760000	H1
chr21	40760000	40800000	NPC, TRO
chr21	40800000	40840000	MES, MSC
chr21	40840000	40880000	AD, AO, BL, LV
chr21	40880000	40920000	CO, HC, IMR90, LG, OV, PO, RV
chr21	40920000	40960000	GM12878, LI
chr21	40960000	41000000	SX
chr21	41080000	41120000	PA
chr21	41200000	41240000	SB
chr21	42480000	42520000	SX
chr21	42520000	42560000	AO, PA
chr21	42560000	42600000	GM12878, IMR90, OV, SB
chr21	42600000	42640000	LG, NPC, RV, TRO
chr21	42640000	42680000	BL, LI, LV, MSC
chr21	42840000	42880000	LV
chr21	42920000	42960000	CO, H1
chr21	43040000	43080000	HC, RV
chr21	43120000	43160000	PO
chr21	43160000	43200000	OV
chr21	43200000	43240000	SX
chr21	43240000	43280000	AD, MSC
chr21	43560000	43600000	NPC, PO
chr21	43920000	43960000	AD, CO, HC, LG, LV, OV, SX
chr21	43960000	44000000	BL, H1, LI, MES, NPC, PA, PO, RV, SB, TRO
chr21	44000000	44040000	AO, GM12878, MSC
chr21	44240000	44280000	AO, OV
chr21	44280000	44320000	BL, HC, IMR90, LG, LV, MSC, RV, SX, TRO
chr21	44400000	44440000	SB
chr21	44440000	44480000	CO
chr21	45160000	45200000	RV
chr21	45200000	45240000	AD, H1, LV, MES, MSC, NPC
chr21	45240000	45280000	IMR90, TRO
chr21	45440000	45480000	GM12878, LV
chr21	45480000	45520000	MES
chr21	45520000	45560000	MSC, OV
chr21	45560000	45600000	H1, IMR90, RV
chr21	45720000	45760000	CO
chr21	45800000	45840000	AO, GM12878
chr21	46200000	46240000	IMR90
chr21	46240000	46280000	AO, CO, LV
chr21	46280000	46320000	MES
chr22	18040000	18080000	BL
chr22	18080000	18120000	SB
chr22	18200000	18240000	RV
chr22	18680000	18720000	BL
chr22	18720000	18760000	AD, CO, HC, LG, LI, LV, RV, SB
chr22	18800000	18840000	AO, GM12878, MSC, OV, PA, PO, SX, TRO
chr22	18840000	18880000	IMR90
chr22	18880000	18920000	H1, MES
chr22	19760000	19800000	SB
chr22	20080000	20120000	AO, IMR90, MSC, OV, RV, SX
chr22	20120000	20160000	H1, LI, MES, NPC
chr22	20160000	20200000	CO, GM12878, LG, LV, TRO
chr22	20200000	20240000	HC, PA, PO
chr22	20240000	20280000	AD, BL
chr22	20720000	20760000	HC
chr22	20760000	20800000	CO, GM12878, IMR90, LV, MSC, OV, RV, TRO
chr22	20800000	20840000	AD
chr22	20840000	20880000	AO, BL, H1, MES
chr22	20880000	20920000	SB
chr22	21160000	21200000	RV
chr22	21200000	21240000	AO, OV
chr22	21280000	21320000	AD, CO, HC
chr22	21360000	21400000	BL
chr22	21400000	21440000	LG, LV, PO
chr22	21440000	21480000	PA, SX
chr22	21480000	21520000	GM12878, LI, MES
chr22	21520000	21560000	H1, NPC, SB
chr22	21560000	21600000	TRO
chr22	21920000	21960000	LI
chr22	21960000	22000000	AD, GM12878, H1, IMR90, LV, MES, OV, TRO
chr22	22000000	22040000	BL, CO, HC, NPC, PA, PO
chr22	22040000	22080000	LG, RV, SB
chr22	22280000	22320000	IMR90, OV
chr22	22320000	22360000	AD, BL, HC, MSC, PA, SX
chr22	22360000	22400000	AO, LG, LV, PO
chr22	23560000	23600000	OV
chr22	23920000	23960000	SB
chr22	23960000	24000000	PO
chr22	24080000	24120000	AO, IMR90, LG
chr22	24120000	24160000	H1, LV, MSC
chr22	24160000	24200000	AD
chr22	24200000	24240000	GM12878, OV, PA, RV
chr22	24240000	24280000	BL, MES, TRO
chr22	24280000	24320000	CO, HC, NPC
chr22	24320000	24360000	LI
chr22	24640000	24680000	AD
chr22	24920000	24960000	CO
chr22	25000000	25040000	H1, LI, MES
chr22	25040000	25080000	NPC, TRO
chr22	25080000	25120000	GM12878, IMR90, LV, MSC, RV
chr22	25120000	25160000	AO, PA, PO
chr22	25160000	25200000	AD, LG, SX
chr22	25200000	25240000	BL, HC
chr22	25280000	25320000	OV
chr22	25440000	25480000	OV
chr22	25520000	25560000	SB
chr22	26160000	26200000	LI
chr22	26200000	26240000	TRO
chr22	26240000	26280000	SX
chr22	26280000	26320000	GM12878, PO
chr22	26320000	26360000	LG
chr22	26360000	26400000	LV
chr22	26720000	26760000	SX
chr22	26760000	26800000	LG, LI, LV, PA, RV
chr22	26840000	26880000	AD, IMR90, MSC, NPC, OV
chr22	26880000	26920000	H1
chr22	26920000	26960000	MES, TRO
chr22	26960000	27000000	AO, BL, HC
chr22	27000000	27040000	CO, PO
chr22	27080000	27120000	GM12878
chr22	27720000	27760000	CO
chr22	27760000	27800000	HC
chr22	28240000	28280000	SB
chr22	28280000	28320000	AD, AO, BL, CO, GM12878, HC, LG, LI, LV, OV, PO, RV, SX
chr22	28320000	28360000	H1, IMR90, MES, MSC, PA, TRO
chr22	28360000	28400000	NPC
chr22	28960000	29000000	GM12878, SX
chr22	29680000	29720000	GM12878, H1, PA, PO, RV, SX
chr22	29720000	29760000	AD, BL, CO, IMR90, LG, LI, LV, MES, MSC, OV, SB, TRO
chr22	29760000	29800000	AO, HC, NPC
chr22	30920000	30960000	H1
chr22	30960000	31000000	MES
chr22	31000000	31040000	GM12878, IMR90
chr22	31040000	31080000	NPC, PO, RV, SX, TRO
chr22	31800000	31840000	GM12878, H1, HC, LI, LV, MES, NPC, RV, SB, TRO
chr22	31840000	31880000	CO, IMR90, MSC, SX
chr22	31880000	31920000	LG
chr22	31920000	31960000	AO
chr22	31960000	32000000	AD
chr22	32000000	32040000	BL, OV
chr22	32160000	32200000	PA, PO
chr22	32320000	32360000	TRO
