chr	start	end
chr9	2080000	2840000
chr9	2840000	3200000
chr9	3200000	3680000
chr9	3680000	4400000
chr9	4400000	4600000
chr9	4600000	5160000
chr9	5160000	5760000
chr9	5760000	6040000
chr9	6040000	6760000
chr9	6760000	10000000
chr9	10000000	11320000
chr9	11320000	12680000
chr9	12680000	14440000
chr9	14440000	14840000
chr9	14840000	15160000
chr9	15160000	15440000
chr9	15440000	15640000
chr9	15640000	17080000
chr9	17080000	17520000
chr9	17520000	18200000
chr9	18200000	19040000
chr9	19040000	19480000
chr9	19480000	19880000
chr9	19880000	20360000
chr9	20360000	20600000
chr9	20600000	21160000
chr9	21160000	21520000
chr9	21520000	21800000
chr9	21800000	22240000
chr9	22240000	23840000
chr9	23840000	24840000
chr9	24840000	25920000
chr9	25920000	26720000
chr9	26720000	26880000
chr9	26880000	27280000
chr9	27280000	27560000
chr9	27560000	28680000
chr9	28680000	29240000
chr9	29240000	31080000
chr9	31080000	31880000
chr9	31880000	32360000
chr9	32360000	32560000
chr9	32560000	33000000
chr9	33000000	33720000
chr9	33720000	34320000
chr9	34320000	34640000
chr9	34640000	35080000
chr9	35080000	35760000
chr9	35760000	35920000
chr9	35920000	36200000
chr9	36200000	36400000
chr9	36400000	36600000
chr9	36600000	37440000
chr9	37440000	37880000
chr9	37880000	38640000
chr9	38640000	39160000
chr9	43480000	43920000
chr9	44040000	44280000
chr9	44760000	66600000
chr9	66680000	67360000
chr9	68200000	68520000
chr9	68680000	69080000
chr9	69080000	69600000
chr9	69760000	69880000
chr9	70800000	71640000
chr9	71640000	71840000
chr9	71840000	72560000
chr9	72560000	72880000
chr9	72880000	73240000
chr9	73240000	73880000
chr9	73880000	74640000
chr9	74640000	75440000
chr9	75440000	75800000
chr9	75800000	77360000
chr9	77360000	77720000
chr9	77720000	78480000
chr9	78480000	79000000
chr9	79000000	79360000
chr9	79360000	79800000
chr9	79800000	80400000
chr9	80400000	80960000
chr9	80960000	81720000
chr9	81720000	82800000
chr9	82800000	84120000
chr9	84120000	84280000
chr9	84280000	85680000
chr9	85680000	86280000
chr9	86280000	86480000
chr9	86480000	86960000
chr9	86960000	88400000
chr9	88400000	88960000
chr9	88960000	89960000
chr9	89960000	90280000
chr9	90280000	90480000
chr9	90480000	91200000
chr9	91200000	91920000
chr9	91920000	92560000
chr9	92680000	92880000
chr9	92880000	93640000
chr9	93640000	94520000
chr9	94520000	94880000
chr9	94880000	95440000
chr9	95440000	96360000
chr9	96360000	96760000
chr9	96760000	97000000
chr9	97000000	97320000
chr9	97320000	97920000
chr9	97920000	99080000
chr9	99080000	99440000
chr9	99440000	100200000
chr9	100200000	100400000
chr9	100400000	100680000
chr9	100680000	101040000
chr9	101040000	101560000
chr9	101560000	101920000
chr9	101920000	102760000
chr9	102760000	103360000
chr9	103360000	104160000
chr9	104160000	104320000
chr9	104320000	105800000
chr9	105800000	106120000
chr9	106120000	106920000
chr9	106920000	107520000
chr9	107520000	107920000
chr9	107920000	108320000
chr9	108320000	108520000
chr9	108520000	110000000
chr9	110000000	111600000
chr9	111600000	112240000
chr9	112240000	112920000
chr9	112920000	113400000
chr9	113400000	114160000
chr9	114160000	114840000
chr9	114840000	115160000
chr9	115160000	115680000
chr9	115680000	115880000
chr9	115880000	116440000
chr9	116440000	116840000
chr9	116840000	117120000
chr9	117120000	117400000
chr9	117400000	117800000
chr9	117800000	118320000
chr9	118320000	118920000
chr9	118920000	119440000
chr9	119440000	120320000
chr9	120320000	122280000
chr9	122280000	123320000
chr9	123320000	123840000
chr9	123840000	124200000
chr9	124200000	124800000
chr9	124800000	125200000
chr9	125200000	125600000
chr9	125600000	126160000
chr9	126160000	127160000
chr9	127160000	127520000
chr9	127520000	127960000
chr9	127960000	128160000
chr9	128160000	129560000
chr9	129560000	129960000
chr9	129960000	130200000
chr9	130200000	130680000
chr9	130680000	130880000
chr9	130880000	131400000
chr9	131400000	131800000
chr9	131800000	132400000
chr9	132400000	132840000
chr9	132840000	133320000
chr9	133320000	133560000
chr9	133560000	133920000
chr9	133920000	134240000
chr9	134240000	134640000
chr9	134640000	135160000
chr9	135160000	135880000
chr9	135880000	136600000
chr9	136600000	137000000
chr9	137000000	137960000
chr9	137960000	138480000
chr9	138480000	138680000
chr9	138680000	138840000
chr9	138840000	139200000
chr9	139200000	139640000
chr9	139640000	140000000
chr9	140000000	140160000
chr9	140160000	140520000
chr9	140520000	140720000
chr9	140720000	141213431
chr10	80000	880000
chr10	880000	1120000
chr10	1120000	3120000
chr10	3120000	3320000
chr10	3320000	3800000
chr10	3800000	4840000
chr10	4840000	5480000
chr10	5480000	5960000
chr10	5960000	6440000
chr10	6440000	7520000
chr10	7520000	7760000
chr10	7760000	9360000
chr10	9360000	11520000
chr10	11520000	11800000
chr10	11800000	12160000
chr10	12160000	12760000
chr10	12760000	13200000
chr10	13200000	13360000
chr10	13360000	13640000
chr10	13640000	14200000
chr10	14200000	14520000
chr10	14520000	14960000
chr10	14960000	15200000
chr10	15200000	15440000
chr10	15440000	15880000
chr10	15880000	16840000
chr10	16840000	17320000
chr10	17320000	17640000
chr10	17640000	17800000
chr10	18200000	18560000
chr10	18560000	18960000
chr10	18960000	20080000
chr10	20080000	21120000
chr10	21120000	21560000
chr10	21560000	22040000
chr10	22040000	22280000
chr10	22280000	23400000
chr10	23400000	23840000
chr10	23840000	24000000
chr10	24000000	24480000
chr10	24480000	24880000
chr10	24880000	25320000
chr10	25320000	26000000
chr10	26000000	26600000
chr10	26600000	26920000
chr10	26920000	27200000
chr10	27200000	27400000
chr10	27400000	28720000
chr10	28720000	29640000
chr10	29640000	30320000
chr10	30320000	30640000
chr10	30640000	30920000
chr10	30920000	32120000
chr10	32120000	32320000
chr10	32320000	32600000
chr10	32600000	33040000
chr10	33040000	33320000
chr10	33320000	34960000
chr10	34960000	35360000
chr10	35360000	35840000
chr10	35840000	37160000
chr10	37160000	38240000
chr10	38240000	39120000
chr10	42360000	43280000
chr10	43280000	43640000
chr10	43640000	43960000
chr10	43960000	45480000
chr10	45480000	45720000
chr10	45720000	46280000
chr10	46920000	47760000
chr10	48280000	48680000
chr10	49200000	50760000
chr10	50760000	51160000
chr10	51440000	51880000
chr10	52000000	52440000
chr10	52440000	54000000
chr10	54000000	54360000
chr10	54360000	54560000
chr10	54560000	56200000
chr10	56200000	56760000
chr10	56760000	57440000
chr10	57440000	59080000
chr10	59080000	59440000
chr10	59440000	59920000
chr10	59920000	61000000
chr10	61000000	61360000
chr10	61360000	61600000
chr10	61600000	61840000
chr10	61840000	62200000
chr10	62200000	62560000
chr10	62560000	63080000
chr10	63080000	63640000
chr10	63640000	64200000
chr10	64200000	64560000
chr10	64560000	64920000
chr10	64920000	65600000
chr10	65600000	68000000
chr10	68000000	68720000
chr10	68720000	69560000
chr10	69560000	70080000
chr10	70080000	70720000
chr10	70720000	71880000
chr10	71880000	72160000
chr10	72160000	72680000
chr10	72680000	73040000
chr10	73040000	73600000
chr10	73600000	73840000
chr10	73840000	74120000
chr10	74120000	75000000
chr10	75000000	75280000
chr10	75280000	75520000
chr10	75520000	75880000
chr10	75880000	77000000
chr10	77000000	78360000
chr10	78360000	78920000
chr10	78920000	79560000
chr10	79560000	79800000
chr10	79800000	81120000
chr10	81120000	81280000
chr10	81280000	82040000
chr10	82040000	83640000
chr10	83640000	85880000
chr10	85880000	86320000
chr10	86320000	87200000
chr10	87200000	88160000
chr10	88160000	88400000
chr10	88400000	88680000
chr10	88680000	89240000
chr10	89240000	89560000
chr10	89560000	90320000
chr10	90320000	90680000
chr10	90680000	91000000
chr10	91000000	91160000
chr10	91160000	91360000
chr10	91360000	92640000
chr10	92640000	93040000
chr10	93040000	93680000
chr10	93680000	94360000
chr10	94360000	95120000
chr10	95120000	95280000
chr10	95280000	96320000
chr10	96320000	96880000
chr10	96880000	97160000
chr10	97160000	97440000
chr10	97440000	97720000
chr10	97720000	98120000
chr10	98120000	99160000
chr10	99160000	99520000
chr10	99520000	99840000
chr10	99840000	101160000
chr10	101160000	101480000
chr10	101480000	102040000
chr10	102040000	102280000
chr10	102280000	102760000
chr10	102760000	103360000
chr10	103360000	103560000
chr10	103560000	103880000
chr10	103880000	104240000
chr10	104240000	104400000
chr10	104400000	104840000
chr10	104840000	105360000
chr10	105360000	105640000
chr10	105640000	106040000
chr10	106040000	108000000
chr10	108000000	108360000
chr10	108360000	109600000
chr10	109600000	110360000
chr10	110360000	111640000
chr10	111640000	111880000
chr10	111880000	112040000
chr10	112040000	112360000
chr10	112360000	112680000
chr10	112680000	113920000
chr10	113920000	114200000
chr10	114200000	115400000
chr10	115400000	115880000
chr10	115880000	116200000
chr10	116200000	116600000
chr10	116600000	116920000
chr10	116920000	118360000
chr10	118360000	118960000
chr10	118960000	120320000
chr10	120320000	120480000
chr10	120480000	120800000
chr10	120800000	121360000
chr10	121360000	121680000
chr10	121680000	122120000
chr10	122120000	122600000
chr10	122600000	123680000
chr10	123680000	124000000
chr10	124000000	124360000
chr10	124360000	124720000
chr10	124720000	125320000
chr10	125320000	125760000
chr10	125760000	126120000
chr10	126120000	126520000
chr10	126520000	127440000
chr10	127440000	128200000
chr10	128200000	128520000
chr10	128520000	129480000
chr10	129480000	129680000
chr10	129680000	129960000
chr10	129960000	131960000
chr10	131960000	133680000
chr10	133680000	133960000
chr10	133960000	134440000
chr10	134440000	134640000
chr10	134640000	135534747
chr11	160000	520000
chr11	520000	800000
chr11	800000	1080000
chr11	1080000	1560000
chr11	1560000	2200000
chr11	2200000	2440000
chr11	2440000	2960000
chr11	2960000	3280000
chr11	3400000	3680000
chr11	3680000	3840000
chr11	3840000	4120000
chr11	4120000	5080000
chr11	5080000	5440000
chr11	5440000	5960000
chr11	5960000	6400000
chr11	6400000	6720000
chr11	6720000	8000000
chr11	8000000	8160000
chr11	8160000	8680000
chr11	8680000	9000000
chr11	9000000	9600000
chr11	9600000	10400000
chr11	10400000	10760000
chr11	10760000	11920000
chr11	11920000	12320000
chr11	12320000	12960000
chr11	12960000	13240000
chr11	13240000	13480000
chr11	13480000	13760000
chr11	13760000	14280000
chr11	14280000	14520000
chr11	14520000	15240000
chr11	15240000	16800000
chr11	16800000	17120000
chr11	17120000	17560000
chr11	17560000	18040000
chr11	18040000	18560000
chr11	18560000	18840000
chr11	18840000	19560000
chr11	19560000	19960000
chr11	19960000	20160000
chr11	20160000	20400000
chr11	20400000	22320000
chr11	22320000	22840000
chr11	22840000	24440000
chr11	24440000	26000000
chr11	26000000	26280000
chr11	26280000	26720000
chr11	26720000	27200000
chr11	27200000	27520000
chr11	27520000	28560000
chr11	28560000	29400000
chr11	29400000	30360000
chr11	30360000	30960000
chr11	30960000	32320000
chr11	32320000	32840000
chr11	32840000	33120000
chr11	33120000	33800000
chr11	33800000	34520000
chr11	34520000	34920000
chr11	34920000	35440000
chr11	35440000	36520000
chr11	36520000	38840000
chr11	38840000	39400000
chr11	39400000	40160000
chr11	40160000	40320000
chr11	40320000	40760000
chr11	40760000	41280000
chr11	41280000	43320000
chr11	43320000	43480000
chr11	43480000	43880000
chr11	43880000	44560000
chr11	44560000	44920000
chr11	44920000	45360000
chr11	45360000	45840000
chr11	45840000	46400000
chr11	46400000	46640000
chr11	46640000	47200000
chr11	47200000	47880000
chr11	47880000	48160000
chr11	48160000	49240000
chr11	49240000	50760000
chr11	51200000	51560000
chr11	54880000	56600000
chr11	56600000	57080000
chr11	57080000	57440000
chr11	57440000	58320000
chr11	58320000	58920000
chr11	58920000	59240000
chr11	59240000	60040000
chr11	60040000	60520000
chr11	60520000	61000000
chr11	61000000	61200000
chr11	61200000	61480000
chr11	61480000	61880000
chr11	61880000	62160000
chr11	62160000	62400000
chr11	62400000	62640000
chr11	62640000	63520000
chr11	63520000	63760000
chr11	63760000	63960000
chr11	63960000	64520000
chr11	64520000	65120000
chr11	65120000	65640000
chr11	65640000	65800000
chr11	65800000	66040000
chr11	66040000	66440000
chr11	66440000	66600000
chr11	66600000	66800000
chr11	66800000	67160000
chr11	67160000	67560000
chr11	67560000	67760000
chr11	67760000	67960000
chr11	67960000	68240000
chr11	68240000	68840000
chr11	68840000	69480000
chr11	69480000	70240000
chr11	70240000	70640000
chr11	70640000	71280000
chr11	71280000	71480000
chr11	71480000	71920000
chr11	71920000	72160000
chr11	72160000	72400000
chr11	72400000	73040000
chr11	73040000	73400000
chr11	73400000	73640000
chr11	73640000	73920000
chr11	73920000	74320000
chr11	74320000	74960000
chr11	74960000	75920000
chr11	75920000	76240000
chr11	76240000	76440000
chr11	76440000	76840000
chr11	76840000	77360000
chr11	77360000	77800000
chr11	77800000	78320000
chr11	78320000	79880000
chr11	79880000	81240000
chr11	81240000	82400000
chr11	82400000	83000000
chr11	83000000	83560000
chr11	83560000	84280000
chr11	84280000	85280000
chr11	85280000	86040000
chr11	86040000	86560000
chr11	86560000	87040000
chr11	87040000	88040000
chr11	88040000	88320000
chr11	88320000	88800000
chr11	88800000	89400000
chr11	89400000	89920000
chr11	89920000	91000000
chr11	91000000	91920000
chr11	91920000	92640000
chr11	92640000	92960000
chr11	92960000	93400000
chr11	93400000	94320000
chr11	94320000	94720000
chr11	94720000	95520000
chr11	95520000	96160000
chr11	96160000	98920000
chr11	98920000	99640000
chr11	99640000	100440000
chr11	100440000	100840000
chr11	100840000	101280000
chr11	101280000	101720000
chr11	101720000	101880000
chr11	101880000	102560000
chr11	102560000	102960000
chr11	102960000	103480000
chr11	103480000	104040000
chr11	104040000	104760000
chr11	104760000	105920000
chr11	105920000	106600000
chr11	106600000	107400000
chr11	107400000	107840000
chr11	107840000	108560000
chr11	108560000	109800000
chr11	109800000	110040000
chr11	110040000	110280000
chr11	110280000	111160000
chr11	111160000	111440000
chr11	111440000	111720000
chr11	111720000	111920000
chr11	111920000	113160000
chr11	113160000	113680000
chr11	113680000	114160000
chr11	114160000	115160000
chr11	115160000	116600000
chr11	116600000	117120000
chr11	117120000	117680000
chr11	117680000	118000000
chr11	118000000	118240000
chr11	118240000	118440000
chr11	118440000	118880000
chr11	118880000	119200000
chr11	119200000	120000000
chr11	120000000	120200000
chr11	120200000	120360000
chr11	120360000	121080000
chr11	121080000	121480000
chr11	121480000	122440000
chr11	122440000	122920000
chr11	122920000	123160000
chr11	123160000	123400000
chr11	123400000	123920000
chr11	123920000	124240000
chr11	124240000	124480000
chr11	124480000	124720000
chr11	124720000	125440000
chr11	125440000	125760000
chr11	125760000	126120000
chr11	126120000	126880000
chr11	126880000	127880000
chr11	127880000	128720000
chr11	128720000	129200000
chr11	129200000	129640000
chr11	129640000	129760000
chr11	129760000	130080000
chr11	130080000	130800000
chr11	130800000	131560000
chr11	131560000	132920000
chr11	132920000	133760000
chr11	133760000	134080000
chr11	134080000	135006516
chr12	80000	1720000
chr12	1720000	1920000
chr12	1920000	2920000
chr12	2920000	3160000
chr12	3160000	3400000
chr12	3400000	3960000
chr12	3960000	4440000
chr12	4440000	4640000
chr12	4640000	4880000
chr12	4880000	6120000
chr12	6120000	6400000
chr12	6400000	7000000
chr12	7000000	7800000
chr12	7800000	8200000
chr12	8200000	8400000
chr12	8400000	8640000
chr12	8640000	9200000
chr12	9200000	9440000
chr12	9440000	9880000
chr12	9880000	10120000
chr12	10120000	10360000
chr12	10360000	10880000
chr12	10880000	11360000
chr12	11360000	11680000
chr12	11680000	12200000
chr12	12200000	12520000
chr12	12520000	12880000
chr12	12880000	13400000
chr12	13400000	14320000
chr12	14320000	14640000
chr12	14640000	14920000
chr12	14920000	15160000
chr12	15160000	15720000
chr12	15720000	16040000
chr12	16120000	16880000
chr12	16880000	17880000
chr12	17880000	18240000
chr12	18240000	19000000
chr12	19000000	19440000
chr12	19440000	19840000
chr12	19840000	20760000
chr12	20760000	21360000
chr12	21360000	21600000
chr12	21600000	22200000
chr12	22200000	22640000
chr12	22640000	22840000
chr12	22840000	24240000
chr12	24240000	25120000
chr12	25120000	25320000
chr12	25320000	25560000
chr12	25560000	26200000
chr12	26200000	26560000
chr12	26560000	27040000
chr12	27040000	27480000
chr12	27480000	27880000
chr12	27880000	29200000
chr12	29200000	29480000
chr12	29480000	31000000
chr12	31000000	31440000
chr12	31440000	31800000
chr12	31800000	32480000
chr12	32480000	32880000
chr12	32880000	34200000
chr12	34200000	34840000
chr12	37880000	38720000
chr12	38720000	39680000
chr12	39680000	40120000
chr12	40120000	40520000
chr12	40520000	40720000
chr12	40720000	41320000
chr12	41320000	42080000
chr12	42080000	42480000
chr12	42480000	42800000
chr12	42800000	43760000
chr12	43760000	44160000
chr12	44160000	44320000
chr12	44320000	45520000
chr12	45520000	45920000
chr12	45920000	46360000
chr12	46360000	47080000
chr12	47080000	47400000
chr12	47400000	48080000
chr12	48080000	48600000
chr12	48600000	49160000
chr12	49160000	49440000
chr12	49440000	49640000
chr12	49640000	49960000
chr12	49960000	50160000
chr12	50160000	50480000
chr12	50480000	50840000
chr12	50840000	51160000
chr12	51160000	51440000
chr12	51440000	51760000
chr12	51760000	52400000
chr12	52400000	52920000
chr12	52920000	53440000
chr12	53440000	53720000
chr12	53720000	53920000
chr12	53920000	54360000
chr12	54360000	54600000
chr12	54600000	54840000
chr12	54840000	55360000
chr12	55360000	55560000
chr12	55560000	56120000
chr12	56120000	56520000
chr12	56520000	56880000
chr12	56880000	57040000
chr12	57040000	57640000
chr12	57640000	57920000
chr12	57920000	58160000
chr12	58160000	59560000
chr12	59560000	60200000
chr12	60200000	60920000
chr12	60920000	62640000
chr12	62640000	63240000
chr12	63240000	63480000
chr12	63480000	64200000
chr12	64200000	64800000
chr12	64800000	65160000
chr12	65160000	65640000
chr12	65640000	66520000
chr12	66520000	67080000
chr12	67080000	67280000
chr12	67280000	67680000
chr12	67680000	68400000
chr12	68400000	68720000
chr12	68720000	69240000
chr12	69240000	69520000
chr12	69520000	70000000
chr12	70000000	71120000
chr12	71120000	71480000
chr12	71480000	71800000
chr12	71800000	72160000
chr12	72160000	72320000
chr12	72320000	74400000
chr12	74400000	75040000
chr12	75040000	75480000
chr12	75480000	75880000
chr12	75880000	76440000
chr12	76440000	77000000
chr12	77000000	77240000
chr12	77240000	78120000
chr12	78120000	78360000
chr12	78360000	79760000
chr12	79760000	80160000
chr12	80160000	80680000
chr12	80680000	81200000
chr12	81200000	81720000
chr12	81720000	82040000
chr12	82040000	82760000
chr12	82760000	84240000
chr12	84240000	85240000
chr12	85240000	85440000
chr12	85440000	85840000
chr12	85840000	86320000
chr12	86320000	87320000
chr12	87320000	88440000
chr12	88440000	89400000
chr12	89400000	89920000
chr12	89920000	90520000
chr12	90520000	90760000
chr12	90760000	91360000
chr12	91360000	91760000
chr12	91760000	92560000
chr12	92560000	93120000
chr12	93120000	93840000
chr12	93840000	94520000
chr12	94520000	94920000
chr12	94920000	95440000
chr12	95440000	95960000
chr12	95960000	96280000
chr12	96280000	96920000
chr12	96920000	97360000
chr12	97360000	98920000
chr12	98920000	99400000
chr12	99400000	100200000
chr12	100200000	100440000
chr12	100440000	101160000
chr12	101160000	101760000
chr12	101760000	102200000
chr12	102200000	103240000
chr12	103240000	104000000
chr12	104000000	104320000
chr12	104320000	105520000
chr12	105520000	105800000
chr12	105800000	106600000
chr12	106600000	107360000
chr12	107360000	108040000
chr12	108040000	108920000
chr12	108920000	109560000
chr12	109560000	109840000
chr12	109840000	110320000
chr12	110320000	110880000
chr12	110880000	111320000
chr12	111320000	111760000
chr12	111760000	112120000
chr12	112120000	112280000
chr12	112280000	112880000
chr12	112880000	113440000
chr12	113440000	113600000
chr12	113600000	114400000
chr12	114400000	115000000
chr12	115000000	116400000
chr12	116400000	117160000
chr12	117160000	117600000
chr12	117600000	118280000
chr12	118280000	118480000
chr12	118480000	118840000
chr12	118840000	119520000
chr12	119520000	120120000
chr12	120120000	120360000
chr12	120360000	120600000
chr12	120600000	121720000
chr12	121720000	121880000
chr12	121880000	122120000
chr12	122120000	122240000
chr12	122240000	122760000
chr12	122760000	123000000
chr12	123000000	123760000
chr12	123760000	124120000
chr12	124120000	124840000
chr12	124840000	125440000
chr12	125440000	127400000
chr12	127400000	127920000
chr12	127920000	128200000
chr12	128200000	130520000
chr12	130520000	130840000
chr12	130840000	131240000
chr12	131240000	132320000
chr12	132320000	132560000
chr12	132560000	133320000
chr12	133320000	133851895
chr13	19160000	20200000
chr13	20200000	20480000
chr13	20480000	21040000
chr13	21040000	21520000
chr13	21520000	21760000
chr13	21760000	22080000
chr13	22080000	23400000
chr13	23400000	23920000
chr13	23920000	24480000
chr13	24480000	24840000
chr13	24840000	25560000
chr13	25560000	26680000
chr13	26680000	27280000
chr13	27280000	27520000
chr13	27520000	27920000
chr13	27920000	28600000
chr13	28600000	28880000
chr13	28880000	29240000
chr13	29240000	29400000
chr13	29400000	30040000
chr13	30040000	30320000
chr13	30320000	30680000
chr13	30680000	31200000
chr13	31200000	31760000
chr13	31760000	32400000
chr13	32400000	32880000
chr13	32880000	34120000
chr13	34120000	34320000
chr13	34320000	35760000
chr13	35760000	36400000
chr13	36400000	36880000
chr13	36880000	37600000
chr13	37600000	38200000
chr13	38200000	39520000
chr13	39520000	40240000
chr13	40240000	41640000
chr13	41640000	41920000
chr13	41920000	42240000
chr13	42240000	42840000
chr13	42840000	44440000
chr13	44440000	45040000
chr13	45040000	45560000
chr13	45560000	46000000
chr13	46000000	47040000
chr13	47040000	47320000
chr13	47320000	48360000
chr13	48360000	48640000
chr13	48640000	49160000
chr13	49160000	49360000
chr13	49360000	49840000
chr13	49840000	50200000
chr13	50200000	51120000
chr13	51120000	51680000
chr13	51680000	52400000
chr13	52400000	53080000
chr13	53080000	53800000
chr13	53800000	55840000
chr13	55840000	58200000
chr13	58200000	59920000
chr13	59920000	60240000
chr13	60240000	61000000
chr13	61000000	62000000
chr13	62000000	62560000
chr13	62560000	63640000
chr13	63640000	64720000
chr13	64720000	65000000
chr13	65000000	66200000
chr13	66200000	67160000
chr13	67160000	67840000
chr13	67840000	68840000
chr13	68840000	69560000
chr13	69560000	70040000
chr13	70040000	71160000
chr13	71160000	73280000
chr13	73280000	74320000
chr13	74320000	75880000
chr13	75880000	76120000
chr13	76120000	77600000
chr13	77600000	78160000
chr13	78160000	78680000
chr13	78680000	79960000
chr13	79960000	80960000
chr13	80960000	81600000
chr13	81600000	83560000
chr13	83560000	85400000
chr13	85400000	86440000
chr13	86440000	87480000
chr13	87480000	87920000
chr13	87920000	88320000
chr13	88320000	89720000
chr13	89720000	90400000
chr13	90400000	90600000
chr13	90600000	91720000
chr13	91720000	95080000
chr13	95080000	95840000
chr13	95840000	96120000
chr13	96120000	96520000
chr13	96520000	97640000
chr13	97640000	98040000
chr13	98040000	98480000
chr13	98480000	99080000
chr13	99080000	99480000
chr13	99480000	99720000
chr13	99720000	100080000
chr13	100080000	101200000
chr13	101200000	101760000
chr13	101760000	102560000
chr13	102560000	103240000
chr13	103240000	103520000
chr13	103520000	104920000
chr13	104920000	105200000
chr13	105200000	105840000
chr13	105840000	107240000
chr13	107240000	107600000
chr13	107600000	107800000
chr13	107800000	108880000
chr13	108880000	109560000
chr13	109560000	110440000
chr13	110440000	110840000
chr13	110840000	111080000
chr13	111080000	111560000
chr13	111560000	111720000
chr13	111720000	111920000
chr13	111920000	113280000
chr13	113280000	113560000
chr13	113560000	114200000
chr13	114200000	114640000
chr13	114720000	115169878
chr14	19760000	20760000
chr14	20760000	21080000
chr14	21080000	21480000
chr14	21480000	21680000
chr14	21680000	22040000
chr14	22040000	22560000
chr14	22560000	23000000
chr14	23000000	23400000
chr14	23400000	23560000
chr14	23560000	24440000
chr14	24440000	24800000
chr14	24800000	24920000
chr14	24920000	25640000
chr14	25640000	27200000
chr14	27200000	27480000
chr14	27480000	29120000
chr14	29120000	30000000
chr14	30000000	31040000
chr14	31040000	31360000
chr14	31360000	31840000
chr14	31840000	33040000
chr14	33040000	33920000
chr14	33920000	34280000
chr14	34280000	35000000
chr14	35000000	35920000
chr14	35920000	36320000
chr14	36320000	37000000
chr14	37000000	37680000
chr14	37680000	38080000
chr14	38080000	38360000
chr14	38360000	39520000
chr14	39520000	39920000
chr14	39920000	41320000
chr14	41320000	42080000
chr14	42080000	43960000
chr14	43960000	44280000
chr14	44280000	45360000
chr14	45360000	45760000
chr14	45760000	46840000
chr14	46840000	48880000
chr14	48880000	50040000
chr14	50040000	50600000
chr14	50600000	51000000
chr14	51000000	51360000
chr14	51360000	52280000
chr14	52280000	52440000
chr14	52440000	52960000
chr14	52960000	53800000
chr14	53800000	54880000
chr14	54880000	55480000
chr14	55480000	55880000
chr14	55880000	56960000
chr14	56960000	57880000
chr14	57880000	58680000
chr14	58680000	58880000
chr14	58880000	59560000
chr14	59560000	59960000
chr14	59960000	60400000
chr14	60400000	60680000
chr14	60680000	61040000
chr14	61040000	61760000
chr14	61760000	62320000
chr14	62320000	62600000
chr14	62600000	63840000
chr14	63840000	64080000
chr14	64080000	64240000
chr14	64240000	64480000
chr14	64480000	64800000
chr14	64800000	65440000
chr14	65440000	66800000
chr14	66800000	67840000
chr14	67840000	68240000
chr14	68240000	69320000
chr14	69320000	69600000
chr14	69600000	69960000
chr14	69960000	70200000
chr14	70200000	70520000
chr14	70520000	70800000
chr14	70800000	71040000
chr14	71040000	71480000
chr14	71480000	72240000
chr14	72240000	72920000
chr14	72920000	73440000
chr14	73440000	73960000
chr14	73960000	74120000
chr14	74120000	74560000
chr14	74560000	74760000
chr14	74760000	74960000
chr14	74960000	75320000
chr14	75320000	75560000
chr14	75560000	75760000
chr14	75760000	76080000
chr14	76080000	76480000
chr14	76480000	77280000
chr14	77280000	77560000
chr14	77560000	78080000
chr14	78080000	79320000
chr14	79320000	80520000
chr14	80520000	81400000
chr14	81400000	81680000
chr14	81680000	82000000
chr14	82000000	83720000
chr14	83720000	85640000
chr14	85640000	86160000
chr14	86160000	87400000
chr14	87400000	88400000
chr14	88400000	89040000
chr14	89040000	89360000
chr14	89360000	90440000
chr14	90440000	90720000
chr14	90720000	91240000
chr14	91240000	91760000
chr14	91760000	91920000
chr14	91920000	92480000
chr14	92480000	93280000
chr14	93280000	93680000
chr14	93680000	94080000
chr14	94080000	94440000
chr14	94440000	95000000
chr14	95000000	95560000
chr14	95560000	96000000
chr14	96000000	96520000
chr14	96520000	96760000
chr14	96760000	97000000
chr14	97000000	99920000
chr14	99920000	100400000
chr14	100400000	100680000
chr14	100680000	102160000
chr14	102160000	102400000
chr14	102400000	102800000
chr14	102800000	103440000
chr14	103440000	104000000
chr14	104000000	104440000
chr14	104440000	105200000
chr14	105200000	106000000
chr14	106000000	107349540
chr15	20000000	22600000
chr15	22600000	23440000
chr15	23600000	25560000
chr15	25560000	27200000
chr15	27200000	28400000
chr15	28400000	29400000
chr15	29400000	29920000
chr15	29920000	30400000
chr15	30400000	31440000
chr15	31440000	31800000
chr15	31800000	32600000
chr15	32800000	33280000
chr15	33280000	34040000
chr15	34040000	34320000
chr15	34320000	34680000
chr15	34680000	34880000
chr15	34880000	35240000
chr15	35240000	36800000
chr15	36800000	37440000
chr15	37440000	38240000
chr15	38240000	38720000
chr15	38720000	39000000
chr15	39000000	39400000
chr15	39400000	40080000
chr15	40080000	40320000
chr15	40320000	40480000
chr15	40480000	41200000
chr15	41200000	41640000
chr15	41640000	42120000
chr15	42120000	42240000
chr15	42240000	42400000
chr15	42400000	42760000
chr15	42760000	43640000
chr15	43640000	44120000
chr15	44120000	44520000
chr15	44520000	44840000
chr15	44840000	45120000
chr15	45120000	45400000
chr15	45400000	45720000
chr15	45720000	45960000
chr15	45960000	47440000
chr15	47440000	48640000
chr15	48640000	49120000
chr15	49120000	49440000
chr15	49440000	50640000
chr15	50640000	51200000
chr15	51200000	51800000
chr15	51800000	52240000
chr15	52240000	52520000
chr15	52520000	53040000
chr15	53040000	54040000
